place_name,state,population,rank
Elsfleth,Niedersachsen,9004,1783
"Neuötting, St",Bayern,8991,1784
Waldheim,Sachsen,8989,1785
Zahna-Elster,Sachsen-Anhalt,8984,1786
Bad Gandersheim,Niedersachsen,8983,1787
Grünheide (Mark),Brandenburg,8978,1788
Bruchhausen-Vilsen,Niedersachsen,8970,1789
"Wunsiedel, St",Bayern,8970,1790
Oststeinbek,Schleswig-Holstein,8961,1791
Niesky,Sachsen,8956,1792
"Bad Griesbach i.Rottal, St",Bayern,8952,1793
"Nittendorf, M",Bayern,8920,1794
Obernkirchen,Niedersachsen,8912,1795
Nettersheim,Nordrhein-Westfalen,8902,1796
Bad Liebenwerda,Brandenburg,8899,1797
Torgelow,Mecklenburg-Vorpommern,8899,1798
Zörbig,Sachsen-Anhalt,8899,1799
Bad Laer,Niedersachsen,8895,1800
Sassnitz,Mecklenburg-Vorpommern,8893,1801
"Vohburg a.d.Donau, St",Bayern,8891,1802
Liederbach am Taunus,Hessen,8887,1803
Gerstungen,Thüringen,8884,1804
"Bad Lauchstädt, Goethestadt",Sachsen-Anhalt,8883,1805
Elze,Niedersachsen,8880,1806
Steinheim am Albuch,Baden-Württemberg,8876,1807
Wetter (Hessen),Hessen,8867,1808
Kabelsketal,Sachsen-Anhalt,8859,1809
Memmelsdorf,Bayern,8858,1810
Neuenkirchen-Vörden,Niedersachsen,8858,1811
Bockhorn,Niedersachsen,8851,1812
Borgholzhausen,Nordrhein-Westfalen,8847,1813
"Auerbach i.d.OPf., St",Bayern,8846,1814
Sulzbach (Taunus),Hessen,8846,1815
Plön,Schleswig-Holstein,8844,1816
Groß Kreutz (Havel),Brandenburg,8838,1817
Bösel,Niedersachsen,8837,1818
Südharz,Sachsen-Anhalt,8829,1819
Breckerfeld,Nordrhein-Westfalen,8816,1820
Kappeln,Schleswig-Holstein,8812,1821
Schemmerhofen,Baden-Württemberg,8807,1822
Brand-Erbisdorf,Sachsen,8797,1823
Neuried,Bayern,8795,1824
"Roetgen, Tor zur Eifel",Nordrhein-Westfalen,8786,1825
"Hallstadt, St",Bayern,8781,1826
Obertraubling,Bayern,8779,1827
Naunhof,Sachsen,8776,1828
Heek,Nordrhein-Westfalen,8773,1829
"Ueckermünde, Seebad ",Mecklenburg-Vorpommern,8768,1830
Schwaig b.Nürnberg,Bayern,8761,1831
"Zschopau, Stadt, Motorradstadt",Sachsen,8760,1832
Wenzenbach,Bayern,8757,1833
Mühlhausen,Baden-Württemberg,8753,1834
Waldenbuch,Baden-Württemberg,8750,1835
Neustadt an der Orla,Thüringen,8743,1836
Rimbach,Hessen,8738,1837
Langweid a.Lech,Bayern,8737,1838
Dörverden,Niedersachsen,8735,1839
Herzberg (Elster),Brandenburg,8732,1840
Kressbronn am Bodensee,Baden-Württemberg,8727,1841
Bad Bergzabern,Rheinland-Pfalz,8724,1842
Mainaschaff,Bayern,8721,1843
Eslohe (Sauerland),Nordrhein-Westfalen,8717,1844
Großenlüder,Hessen,8714,1845
Kandern,Baden-Württemberg,8710,1846
Hemmoor,Niedersachsen,8709,1847
Bellheim,Rheinland-Pfalz,8706,1848
Heiden,Nordrhein-Westfalen,8704,1849
Raguhn-Jeßnitz,Sachsen-Anhalt,8702,1850
Keltern,Baden-Württemberg,8693,1851
Sonsbeck,Nordrhein-Westfalen,8688,1852
Efringen-Kirchen,Baden-Württemberg,8683,1853
Möckmühl,Baden-Württemberg,8680,1854
Sinntal,Hessen,8680,1855
Wissen,Rheinland-Pfalz,8679,1856
Meßkirch,Baden-Württemberg,8676,1857
Rauenberg,Baden-Württemberg,8675,1858
"Weilmünster, Marktflecken",Hessen,8674,1859
Untergruppenbach,Baden-Württemberg,8670,1860
Gleichen,Niedersachsen,8663,1861
"Furth im Wald, St",Bayern,8659,1862
"Borgentreich, Orgelstadt",Nordrhein-Westfalen,8632,1863
Flieden,Hessen,8620,1864
Sande,Niedersachsen,8619,1865
Pullach i.Isartal,Bayern,8601,1866
Sülzetal,Sachsen-Anhalt,8577,1867
"Obernburg a.Main, St",Bayern,8575,1868
Schladen-Werla,Niedersachsen,8566,1869
"Fürstenzell, M",Bayern,8565,1870
"Schnaittach, M",Bayern,8561,1871
Kirn,Rheinland-Pfalz,8551,1872
"Allersberg, M",Bayern,8550,1873
"Tirschenreuth, St",Bayern,8516,1874
Wörrstadt,Rheinland-Pfalz,8515,1875
Lienen,Nordrhein-Westfalen,8512,1876
"Volkach, St",Bayern,8512,1877
Biederitz,Sachsen-Anhalt,8508,1878
Löwenberger Land,Brandenburg,8508,1879
Dornburg,Hessen,8506,1880
Geratal,Thüringen,8504,1881
Schleiz,Thüringen,8501,1882
"Dietmannsried, M",Bayern,8498,1883
"Ergoldsbach, M",Bayern,8491,1884
Garching a.d.Alz,Bayern,8491,1885
"Ottobeuren, M",Bayern,8486,1886
"Rottenburg a.d.Laaber, St",Bayern,8486,1887
Nonnweiler,Saarland,8484,1888
Nordheim,Baden-Württemberg,8480,1889
Fuldabrück,Hessen,8474,1890
Seegebiet Mansfelder Land,Sachsen-Anhalt,8474,1891
Rülzheim,Rheinland-Pfalz,8472,1892
Neuhaus am Rennweg,Thüringen,8468,1893
Staufen im Breisgau,Baden-Württemberg,8459,1894
Kahl a.Main,Bayern,8457,1895
Doberlug-Kirchhain,Brandenburg,8438,1896
Blankenheim,Nordrhein-Westfalen,8434,1897
Ortenberg,Hessen,8423,1898
Ballenstedt,Sachsen-Anhalt,8422,1899
Furtwangen im Schwarzwald,Baden-Württemberg,8420,1900
Reilingen,Baden-Württemberg,8404,1901
"Schierling, M",Bayern,8395,1902
Möser,Sachsen-Anhalt,8386,1903
Woltersdorf,Brandenburg,8386,1904
Bad Rothenfelde,Niedersachsen,8385,1905
Heikendorf,Schleswig-Holstein,8372,1906
Reichenbach an der Fils,Baden-Württemberg,8362,1907
"Viechtach, St",Bayern,8361,1908
Kleinostheim,Bayern,8360,1909
Großräschen/Rań,Brandenburg,8355,1910
Friedland,Niedersachsen,8332,1911
"Landstuhl, Sickingenstadt",Rheinland-Pfalz,8332,1912
Niederwerrn,Bayern,8331,1913
Timmendorfer Strand,Schleswig-Holstein,8320,1914
Kirchen (Sieg),Rheinland-Pfalz,8318,1915
Siegsdorf,Bayern,8314,1916
Stadtilm,Thüringen,8312,1917
Langenberg,Nordrhein-Westfalen,8311,1918
Barntrup,Nordrhein-Westfalen,8297,1919
"Herrieden, St",Bayern,8295,1920
Wettringen,Nordrhein-Westfalen,8295,1921
Staufenberg,Hessen,8291,1922
Meine,Niedersachsen,8286,1923
Reichelsheim (Odenwald),Hessen,8282,1924
"Arnstein, St",Bayern,8281,1925
"Heroldsberg, M",Bayern,8281,1926
Willebadessen,Nordrhein-Westfalen,8281,1927
Großheide,Niedersachsen,8275,1928
Unterwellenborn,Thüringen,8261,1929
Hainichen,Sachsen,8255,1930
Colditz,Sachsen,8249,1931
Kellinghusen,Schleswig-Holstein,8243,1932
Lützen,Sachsen-Anhalt,8242,1933
Schwarzenbruck,Bayern,8241,1934
Biebergemünd,Hessen,8240,1935
Borsdorf,Sachsen,8229,1936
Kuppenheim,Baden-Württemberg,8224,1937
Bersenbrück,Niedersachsen,8221,1938
Moritzburg,Sachsen,8217,1939
Wachtendonk,Nordrhein-Westfalen,8217,1940
Hermsdorf,Thüringen,8210,1941
Uhldingen-Mühlhofen,Baden-Württemberg,8210,1942
"Grafenau, St",Bayern,8203,1943
Bad Feilnbach,Bayern,8198,1944
Simmern/ Hunsrück,Rheinland-Pfalz,8195,1945
Dornstetten,Baden-Württemberg,8194,1946
Knittlingen,Baden-Württemberg,8188,1947
Hohberg,Baden-Württemberg,8186,1948
"Teterow, Bergringstadt",Mecklenburg-Vorpommern,8186,1949
Mücheln (Geiseltal),Sachsen-Anhalt,8185,1950
Föritztal,Thüringen,8183,1951
Lahnau,Hessen,8181,1952
Lauter-Bernsbach,Sachsen,8179,1953
Aspach,Baden-Württemberg,8178,1954
Hausham,Bayern,8177,1955
Ransbach-Baumbach,Rheinland-Pfalz,8176,1956
Uedem,Nordrhein-Westfalen,8163,1957
Neuenbürg,Baden-Württemberg,8162,1958
Selters (Taunus),Hessen,8158,1959
Bad Sooden-Allendorf,Hessen,8141,1960
Neuendettelsau,Bayern,8138,1961
Lauchringen,Baden-Württemberg,8137,1962
Zell am Harmersbach,Baden-Württemberg,8129,1963
"Reichertshofen, M",Bayern,8126,1964
"Helmbrechts, St",Bayern,8125,1965
Bönnigheim,Baden-Württemberg,8123,1966
"Bad Endorf, M",Bayern,8117,1967
Freisen,Saarland,8115,1968
Budenheim,Rheinland-Pfalz,8104,1969
Schieder-Schwalenberg,Nordrhein-Westfalen,8098,1970
Mansfeld,Sachsen-Anhalt,8096,1971
"Neunburg vorm Wald, St",Bayern,8093,1972
Ahrensbök,Schleswig-Holstein,8092,1973
Thedinghausen,Niedersachsen,8092,1974
"Kühlungsborn, Ostseebad",Mecklenburg-Vorpommern,8088,1975
Ankum,Niedersachsen,8085,1976
Elz,Hessen,8083,1977
Forst,Baden-Württemberg,8083,1978
Nierstein,Rheinland-Pfalz,8078,1979
Sauerlach,Bayern,8063,1980
Hüfingen,Baden-Württemberg,8060,1981
"Teublitz, St",Bayern,8060,1982
Penig,Sachsen,8059,1983
Premnitz,Brandenburg,8057,1984
"Neunkirchen a.Brand, M",Bayern,8056,1985
Bruchmühlbach-Miesau,Rheinland-Pfalz,8049,1986
Berg b.Neumarkt i.d.OPf.,Bayern,8048,1987
Bad Lausick,Sachsen,8043,1988
Salach,Baden-Württemberg,8042,1989
Amt Wachsenburg,Thüringen,8041,1990
Meinersen,Niedersachsen,8038,1991
Calbe (Saale),Sachsen-Anhalt,8030,1992
Leisnig,Sachsen,8028,1993
Haibach,Bayern,8019,1994
Jettingen,Baden-Württemberg,8012,1995
Berg,Bayern,8009,1996
Großbottwar,Baden-Württemberg,8005,1997
Bad Sulza,Thüringen,8001,1998
Beeskow,Brandenburg,7998,1999
Oranienbaum-Wörlitz,Sachsen-Anhalt,7998,2000
Bad Füssing,Bayern,7981,2001
Lenningen,Baden-Württemberg,7974,2002
Dannenberg (Elbe),Niedersachsen,7966,2003
Kirchheimbolanden,Rheinland-Pfalz,7956,2004
Neresheim,Baden-Württemberg,7954,2005
Salzbergen,Niedersachsen,7949,2006
Bad Schmiedeberg,Sachsen-Anhalt,7941,2007
Weida,Thüringen,7939,2008
Nessetal,Thüringen,7938,2009
Birkenwerder,Brandenburg,7935,2010
Bad Endbach,Hessen,7933,2011
Osternienburger Land,Sachsen-Anhalt,7928,2012
Loßburg,Baden-Württemberg,7919,2013
"Postbauer-Heng, M",Bayern,7912,2014
Medebach,Nordrhein-Westfalen,7906,2015
Weikersheim,Baden-Württemberg,7902,2016
Hemmingen,Baden-Württemberg,7901,2017
Saulheim,Rheinland-Pfalz,7893,2018
"Baiersdorf, St",Bayern,7890,2019
Althengstett,Baden-Württemberg,7886,2020
Leck,Schleswig-Holstein,7883,2021
Drei Gleichen,Thüringen,7882,2022
Könnern,Sachsen-Anhalt,7875,2023
Liebenburg,Niedersachsen,7860,2024
Aldingen,Baden-Württemberg,7858,2025
Bordesholm,Schleswig-Holstein,7855,2026
Krailling,Bayern,7847,2027
"Stockstadt a.Main, M",Bayern,7837,2028
Großrosseln,Saarland,7835,2029
Hellenthal,Nordrhein-Westfalen,7834,2030
Strullendorf,Bayern,7828,2031
Georgenthal,Thüringen,7824,2032
"Altomünster, M",Bayern,7818,2033
"Parsberg, St",Bayern,7818,2034
Barby,Sachsen-Anhalt,7813,2035
Ehrenkirchen,Baden-Württemberg,7813,2036
"Hengersberg, M",Bayern,7810,2037
Asbach,Rheinland-Pfalz,7807,2038
Erzhausen,Hessen,7794,2039
Illingen,Baden-Württemberg,7791,2040
Untermeitingen,Bayern,7789,2041
"Gundelfingen a.d.Donau, St",Bayern,7783,2042
Feldkirchen,Bayern,7780,2043
Heuchelheim a. d. Lahn,Hessen,7773,2044
Elsteraue,Sachsen-Anhalt,7765,2045
Bühlertal,Baden-Württemberg,7764,2046
Jesteburg,Niedersachsen,7758,2047
Oberkochen,Baden-Württemberg,7746,2048
Bützow,Mecklenburg-Vorpommern,7745,2049
Weissach,Baden-Württemberg,7745,2050
Bad Grund (Harz),Niedersachsen,7738,2051
Lauta,Sachsen,7726,2052
Nörten-Hardenberg,Niedersachsen,7719,2053
"Reisbach, M",Bayern,7719,2054
Sögel,Niedersachsen,7718,2055
Hopsten,Nordrhein-Westfalen,7717,2056
Grasberg,Niedersachsen,7714,2057
Bad Düben,Sachsen,7713,2058
Teuchern,Sachsen-Anhalt,7712,2059
Lastrup,Niedersachsen,7700,2060
Rheinsberg,Brandenburg,7699,2061
"Berchtesgaden, M",Bayern,7697,2062
"Küps, M",Bayern,7697,2063
Bad Herrenalb,Baden-Württemberg,7694,2064
Löffingen,Baden-Württemberg,7692,2065
Emlichheim,Niedersachsen,7691,2066
Pfronten,Bayern,7687,2067
Bad Wimpfen,Baden-Württemberg,7686,2068
Kirchberg,Sachsen,7678,2069
Elsterwerda,Brandenburg,7663,2070
Bad Liebenstein,Thüringen,7662,2071
Bismark (Altmark),Sachsen-Anhalt,7660,2072
Algermissen,Niedersachsen,7658,2073
Nordharz,Sachsen-Anhalt,7656,2074
"Oberstaufen, M",Bayern,7654,2075
Bodenheim,Rheinland-Pfalz,7651,2076
Altrip,Rheinland-Pfalz,7648,2077
Schweich,Rheinland-Pfalz,7643,2078
Winterbach,Baden-Württemberg,7638,2079
Ramstein-Miesenbach,Rheinland-Pfalz,7636,2080
Vetschau/Spreewald / Wětošow/Błota,Brandenburg,7635,2081
Bergkirchen,Bayern,7630,2082
Schonungen,Bayern,7628,2083
Seefeld,Bayern,7628,2084
Calau/Kalawa,Brandenburg,7626,2085
Inden,Nordrhein-Westfalen,7624,2086
Schömberg,Baden-Württemberg,7620,2087
Radeburg,Sachsen,7615,2088
Daun,Rheinland-Pfalz,7608,2089
Treuen,Sachsen,7597,2090
Karlstein a.Main,Bayern,7590,2091
"Rimpar, M",Bayern,7587,2092
Holdorf,Niedersachsen,7586,2093
Renchen,Baden-Württemberg,7582,2094
"Münnerstadt, St",Bayern,7577,2095
Großmehring,Bayern,7576,2096
"Vohenstrauß, St",Bayern,7576,2097
Weissach im Tal,Baden-Württemberg,7576,2098
Oederan,Sachsen,7569,2099
Barth,Mecklenburg-Vorpommern,7568,2100
Dummerstorf,Mecklenburg-Vorpommern,7562,2101
Stadland,Niedersachsen,7561,2102
Lößnitz,Sachsen,7557,2103
Seeland,Sachsen-Anhalt,7553,2104
Gettorf,Schleswig-Holstein,7540,2105
Treuenbrietzen,Brandenburg,7539,2106
Oberstenfeld,Baden-Württemberg,7537,2107
Allstedt,Sachsen-Anhalt,7535,2108
Kremmen,Brandenburg,7535,2109
Dörentrup,Nordrhein-Westfalen,7528,2110
"Horstmar, Stadt der Burgmannshöfe",Nordrhein-Westfalen,7528,2111
Jockgrim,Rheinland-Pfalz,7528,2112
Langenargen,Baden-Württemberg,7525,2113
Dittelbrunn,Bayern,7519,2114
Allendorf (Eder),Hessen,7518,2115
Elzach,Baden-Württemberg,7515,2116
Otterndorf,Niedersachsen,7515,2117
Ahnatal,Hessen,7513,2118
Legden,Nordrhein-Westfalen,7511,2119
Staufenberg,Niedersachsen,7506,2120
Cappeln (Oldenburg),Niedersachsen,7504,2121
Saarburg,Rheinland-Pfalz,7504,2122
Abtsgmünd,Baden-Württemberg,7501,2123
"Bad Kötzting, St",Bayern,7494,2124
Dannstadt-Schauernheim,Rheinland-Pfalz,7487,2125
Flintbek,Schleswig-Holstein,7486,2126
Söhlde,Niedersachsen,7486,2127
"Naila, St",Bayern,7482,2128
Lugau/Erzgeb.,Sachsen,7481,2129
Bördeland,Sachsen-Anhalt,7466,2130
Sontra,Hessen,7466,2131
Bunde,Niedersachsen,7463,2132
Altenberg,Sachsen,7462,2133
Albbruck,Baden-Württemberg,7451,2134
Gundelsheim,Baden-Württemberg,7449,2135
Klettgau,Baden-Württemberg,7445,2136
Groitzsch,Sachsen,7442,2137
Heidenrod,Hessen,7437,2138
"Leipheim, St",Bayern,7434,2139
Flein,Baden-Württemberg,7432,2140
Schellerten,Niedersachsen,7428,2141
"Sulzbach a.Main, M",Bayern,7423,2142
"Türkheim, M",Bayern,7410,2143
Heidesee,Brandenburg,7407,2144
Bad Berka,Thüringen,7389,2145
Falkenstein/Vogtl.,Sachsen,7388,2146
Großkarolinenfeld,Bayern,7387,2147
Wietze,Niedersachsen,7387,2148
Hasselroth,Hessen,7386,2149
Baienfurt,Baden-Württemberg,7382,2150
Edermünde,Hessen,7371,2151
Belgern-Schildau,Sachsen,7363,2152
"Burkardroth, M",Bayern,7361,2153
Allensbach,Baden-Württemberg,7353,2154
Friedrichroda,Thüringen,7352,2155
"Pleinfeld, M",Bayern,7350,2156
"Laufen, St",Bayern,7336,2157
Sinzing,Bayern,7332,2158
"Ortenburg, M",Bayern,7330,2159
Schwülper,Niedersachsen,7328,2160
"Mittenwald, M",Bayern,7323,2161
Schutterwald,Baden-Württemberg,7320,2162
"Pfaffenhofen a.d.Roth, M",Bayern,7311,2163
Harzgerode,Sachsen-Anhalt,7309,2164
Harztor,Thüringen,7306,2165
Klingenthal,Sachsen,7289,2166
Pfalzgrafenweiler,Baden-Württemberg,7286,2167
Großkrotzenburg,Hessen,7284,2168
Delligsen,Niedersachsen,7283,2169
Zwingenberg,Hessen,7283,2170
"Geisenhausen, M",Bayern,7278,2171
Pockau-Lengefeld,Sachsen,7273,2172
Aichwald,Baden-Württemberg,7271,2173
Hinte,Niedersachsen,7269,2174
Wabern,Hessen,7262,2175
Alfdorf,Baden-Württemberg,7260,2176
Hardegsen,Niedersachsen,7250,2177
Pulsnitz,Sachsen,7246,2178
"Wallersdorf, M",Bayern,7246,2179
Weimar (Lahn),Hessen,7240,2180
Enkenbach-Alsenborn,Rheinland-Pfalz,7236,2181
Ampfing,Bayern,7234,2182
Am Mellensee,Brandenburg,7224,2183
Gerolstein,Rheinland-Pfalz,7210,2184
Breuberg,Hessen,7196,2185
Bad Sachsa,Niedersachsen,7193,2186
"Ebern, St",Bayern,7193,2187
Bous,Saarland,7191,2188
Haslach im Kinzigtal,Baden-Württemberg,7190,2189
Nortorf,Schleswig-Holstein,7190,2190
Eisfeld,Thüringen,7181,2191
"Schwanstetten, M",Bayern,7167,2192
Meldorf,Schleswig-Holstein,7166,2193
Neulußheim,Baden-Württemberg,7162,2194
Annweiler am Trifels,Rheinland-Pfalz,7160,2195
"Pilsting, M",Bayern,7158,2196
Bindlach,Bayern,7156,2197
"Greding, St",Bayern,7154,2198
Aken (Elbe),Sachsen-Anhalt,7153,2199
"Altmannstein, M",Bayern,7150,2200
"Burgebrach, M",Bayern,7149,2201
Roßwein,Sachsen,7149,2202
Neukieritzsch,Sachsen,7147,2203
"Scheßlitz, St",Bayern,7129,2204
"Ruhstorf a.d.Rott, M",Bayern,7115,2205
"Frielendorf, Marktflecken",Hessen,7114,2206
Fernwald,Hessen,7109,2207
Wriezen,Brandenburg,7107,2208
Schwendi,Baden-Württemberg,7098,2209
Namborn,Saarland,7096,2210
Stolzenau,Niedersachsen,7079,2211
"Freyung, St",Bayern,7078,2212
Immenhausen,Hessen,7078,2213
Maxdorf,Rheinland-Pfalz,7075,2214
Tuntenhausen,Bayern,7074,2215
Oppenheim,Rheinland-Pfalz,7071,2216
Waldstetten,Baden-Württemberg,7067,2217
Ostrach,Baden-Württemberg,7066,2218
Birkenfeld,Rheinland-Pfalz,7062,2219
Roßleben-Wiehe,Thüringen,7062,2220
Markneukirchen,Sachsen,7061,2221
Bischofswiesen,Bayern,7055,2222
Schwanau,Baden-Württemberg,7054,2223
Berne,Niedersachsen,7053,2224
Schöppingen,Nordrhein-Westfalen,7033,2225
Königsbronn,Baden-Württemberg,7028,2226
Sonnenbühl,Baden-Württemberg,7022,2227
"Pöttmes, M",Bayern,7012,2228
Am Ettersberg,Thüringen,7010,2229
Reinsdorf,Sachsen,7009,2230
"Waging a.See, M",Bayern,7007,2231
Reppenstedt,Niedersachsen,7005,2232
Lemwerder,Niedersachsen,6999,2233
Esens,Niedersachsen,6998,2234
"Jettingen-Scheppach, M",Bayern,6996,2235
Wagenfeld,Niedersachsen,6995,2236
Laer,Nordrhein-Westfalen,6993,2237
Lautertal (Odenwald),Hessen,6991,2238
Ilshofen,Baden-Württemberg,6990,2239
Königsee,Thüringen,6979,2240
Kalbe (Milde),Sachsen-Anhalt,6976,2241
Homberg (Ohm),Hessen,6973,2242
"Geiselhöring, St",Bayern,6964,2243
Nobitz,Thüringen,6962,2244
Reichelsheim (Wetterau),Hessen,6961,2245
Calden,Hessen,6956,2246
Lahntal,Hessen,6953,2247
Neuhofen,Rheinland-Pfalz,6946,2248
Rednitzhembach,Bayern,6945,2249
"Eiterfeld, Marktgemeinde",Hessen,6940,2250
Schallstadt,Baden-Württemberg,6937,2251
Ensdorf,Saarland,6928,2252
Coppenbrügge,Niedersachsen,6918,2253
Durach,Bayern,6918,2254
Lichtenau,Sachsen,6912,2255
Lambsheim,Rheinland-Pfalz,6911,2256
"Grassau, M",Bayern,6910,2257
Lengenfeld,Sachsen,6910,2258
Georgensgmünd,Bayern,6907,2259
Ladbergen,Nordrhein-Westfalen,6906,2260
"Saerbeck, NRW-Klimakommune",Nordrhein-Westfalen,6906,2261
"Waldeck, Nationalparkstadt",Hessen,6905,2262
"Höchstädt a.d.Donau, St",Bayern,6902,2263
Murg,Baden-Württemberg,6900,2264
Emmering,Bayern,6899,2265
Edenkoben,Rheinland-Pfalz,6896,2266
Kottmar,Sachsen,6892,2267
Dermbach,Thüringen,6889,2268
Stegaurach,Bayern,6885,2269
Bakum,Niedersachsen,6872,2270
Geithain,Sachsen,6870,2271
"Dettelbach, St",Bayern,6866,2272
Berglen,Baden-Württemberg,6860,2273
Weilrod,Hessen,6856,2274
Bernau a.Chiemsee,Bayern,6855,2275
Neukirchen/Erzgeb.,Sachsen,6845,2276
Putzbrunn,Bayern,6845,2277
Dietenheim,Baden-Württemberg,6843,2278
Auenwald,Baden-Württemberg,6833,2279
Müncheberg,Brandenburg,6831,2280
Kahla,Thüringen,6825,2281
Horneburg,Niedersachsen,6823,2282
Herscheid,Nordrhein-Westfalen,6821,2283
Grömitz,Schleswig-Holstein,6812,2284
Bonndorf im Schwarzwald,Baden-Württemberg,6802,2285
Hardheim,Baden-Württemberg,6802,2286
Eberdingen,Baden-Württemberg,6800,2287
"Dinkelscherben, M",Bayern,6797,2288
Eibenstock,Sachsen,6795,2289
Schönkirchen,Schleswig-Holstein,6794,2290
Erndtebrück,Nordrhein-Westfalen,6792,2291
Böhlen,Sachsen,6787,2292
Mutlangen,Baden-Württemberg,6786,2293
Stadtroda,Thüringen,6785,2294
Dettenheim,Baden-Württemberg,6782,2295
Neukirchen,Hessen,6782,2296
Wiernsheim,Baden-Württemberg,6778,2297
Ruhpolding,Bayern,6772,2298
"Gerolzhofen, St",Bayern,6767,2299
Lathen,Niedersachsen,6767,2300
Malchin,Mecklenburg-Vorpommern,6767,2301
Altenkirchen (Westerwald),Rheinland-Pfalz,6758,2302
Lützelbach,Hessen,6755,2303
Gröditz,Sachsen,6752,2304
Katlenburg-Lindau,Niedersachsen,6735,2305
Breidenbach,Hessen,6734,2306
Büchen,Schleswig-Holstein,6733,2307
Leegebruch,Brandenburg,6732,2308
Bernkastel-Kues,Rheinland-Pfalz,6727,2309
Argenbühl,Baden-Württemberg,6726,2310
Niedere Börde,Sachsen-Anhalt,6726,2311
Schipkau,Brandenburg,6726,2312
Wutöschingen,Baden-Württemberg,6726,2313
"Mallersdorf-Pfaffenberg, M",Bayern,6722,2314
"Waldsassen, St",Bayern,6711,2315
Boxberg,Baden-Württemberg,6709,2316
Gedern,Hessen,6709,2317
Deizisau,Baden-Württemberg,6707,2318
Kropp,Schleswig-Holstein,6694,2319
Wüstenrot,Baden-Württemberg,6692,2320
"Ebermannstadt, St",Bayern,6688,2321
Barnstorf,Niedersachsen,6685,2322
Ketzin/Havel,Brandenburg,6684,2323
Hermeskeil,Rheinland-Pfalz,6677,2324
Polch,Rheinland-Pfalz,6675,2325
Leinburg,Bayern,6674,2326
Heringen (Werra),Hessen,6669,2327
Kupferzell,Baden-Württemberg,6665,2328
Brannenburg,Bayern,6658,2329
"Zusmarshausen, M",Bayern,6655,2330
"Eichendorf, M",Bayern,6651,2331
Tiefenbach,Bayern,6650,2332
Osterburken,Baden-Württemberg,6639,2333
"Villmar, Marktflecken",Hessen,6622,2334
Neuenstein,Baden-Württemberg,6618,2335
Schelklingen,Baden-Württemberg,6616,2336
Gau-Algesheim,Rheinland-Pfalz,6606,2337
Bardowick,Niedersachsen,6604,2338
"Mitterteich, St",Bayern,6604,2339
Gerbstedt,Sachsen-Anhalt,6601,2340
Bienenbüttel,Niedersachsen,6597,2341
"Weisendorf, M",Bayern,6597,2342
Wöllstadt,Hessen,6593,2343
"Schliersee, M",Bayern,6591,2344
Schöffengrund,Hessen,6590,2345
Klingenberg,Sachsen,6588,2346
Immendingen,Baden-Württemberg,6585,2347
Grasbrunn,Bayern,6581,2348
Oedheim,Baden-Württemberg,6580,2349
Grafenau,Baden-Württemberg,6578,2350
Huy,Sachsen-Anhalt,6578,2351
Murr,Baden-Württemberg,6578,2352
Pegau,Sachsen,6578,2353
Heitersheim,Baden-Württemberg,6577,2354
Laudenbach,Baden-Württemberg,6573,2355
Bispingen,Niedersachsen,6572,2356
Jerichow,Sachsen-Anhalt,6571,2357
"Schwarzenbach a.d.Saale, St",Bayern,6570,2358
Neustadt-Glewe,Mecklenburg-Vorpommern,6566,2359
"Waldmünchen, St",Bayern,6565,2360
Bad Sobernheim,Rheinland-Pfalz,6564,2361
Fockbek,Schleswig-Holstein,6561,2362
Holle,Niedersachsen,6561,2363
Greifenstein,Hessen,6560,2364
Nattheim,Baden-Württemberg,6555,2365
Machern,Sachsen,6548,2366
Blankenhain,Thüringen,6543,2367
